patch, X.Koord, Y.Koord, Area
0, 0.155528586, 0.166574955, 10000000
1, 0.317817547, 0.526582845, 4000000
2, 0.343983175, 0.458437976, 4200000
3, 0.3641703, 0.0903576913, 2100000
4, 0.566645557, 0.199944974, 5600000
5, 0.0416874397, 0.821203633, 4200000
6, 0.659969719, 0.228133053, 7200000
7, 0.201631756, 0.593224891, 4000000
8, 0.41646256, 0.0866269581, 2300000
9, 0.450892656, 0.927408392, 300000
10, 0.348726768, 0.701464626, 3200000
11, 0.383280311, 0.412517243, 4500000
12, 0.180306058, 0.831616024, 2400000
13, 0.0681300561, 0.511942281, 7300000
14, 0.551256647, 0.965063627, 9200000
15, 0.595866948, 0.630966483, 1500000
16, 0.145499795, 0.133816645, 1300000
17, 0.230941709, 0.391434203, 3500000
18, 0.286377129, 0.946104628, 6700000
19, 0.83075136, 0.998806417, 7000000
20, 0.153420944, 0.150440677, 3100000
21, 0.55213881, 0.290457527, 4200000
22, 0.568139717, 0.0952074789, 4400000
23, 0.343420095, 0.646594457, 8500000
24, 0.35061719, 0.546525224, 6900000
25, 0.959112016, 0.88892353, 8700000
26, 0.553343944, 0.699003706, 4600000
27, 0.6527312, 0.779637697, 8100000
28, 0.490740113, 0.467624596, 6800000
29, 0.64664998, 0.35122938, 7800000
30, 0.605250784, 0.300973197, 9400000
31, 0.145173291, 0.542013733, 100000
32, 0.334680529, 0.729599397, 9400000
33, 0.460433997, 0.49602492, 5400000
34, 0.127821662, 0.00999380671, 9400000
35, 0.363073324, 0.591604522, 5300000
36, 0.228141634, 0.817002918, 3900000
37, 0.847502602, 0.750820994, 5200000
38, 0.341474082, 0.191348898, 5400000
39, 0.22678932, 0.354489521, 1900000
40, 0.408181403, 0.50268604, 8800000
41, 0.683064044, 0.550341796, 9700000
42, 0.0656220005, 0.607420812, 10000000
43, 0.180729211, 0.433019985, 1000000
44, 0.694306936, 0.876977633, 8100000
45, 0.752256606, 0.369799272, 1000000
46, 0.617754278, 0.871540045, 2000000
47, 0.879198565, 0.256092317, 8800000
48, 0.168800185, 0.998182766, 1500000
49, 0.703547732, 0.155628182, 3200000
