patch, X.Koord, Y.Koord, Area
0, 0.829429052, 0.138527699, 400000
1, 0.764835908, 0.254167053, 8200000
2, 0.356190087, 0.232055973, 7800000
3, 0.879456673, 0.700351827, 7900000
4, 0.33392183, 0.61242906, 4400000
5, 0.597510703, 0.176001317, 8200000
6, 0.62438022, 0.346638227, 3900000
7, 0.621919332, 0.129464037, 6200000
8, 0.408602297, 0.774726909, 3700000
9, 0.925398777, 0.594978739, 8700000
10, 0.379615357, 0.256094932, 5800000
11, 0.455886064, 0.288205181, 6100000
12, 0.996517095, 0.355999621, 4500000
13, 0.788965386, 0.755140787, 200000
14, 0.931192958, 0.0307866833, 4500000
15, 0.7443886, 0.0660638202, 9600000
16, 0.0315455133, 0.844019746, 1800000
17, 0.961523145, 0.0471453068, 1800000
18, 0.574006724, 0.0110529752, 6000000
19, 0.251381001, 0.17625819, 6000000
20, 0.722964357, 0.710442784, 6500000
21, 0.438223939, 0.241020798, 9900000
22, 0.278757141, 0.499109353, 9800000
23, 0.356567965, 0.793696397, 100000
24, 0.298076413, 0.0797105641, 7000000
25, 0.651172214, 0.0671841383, 2700000
26, 0.798618721, 0.847952169, 9500000
27, 0.257323792, 0.000780009665, 2200000
28, 0.208877528, 0.208202783, 6100000
29, 0.284307147, 0.789641051, 2300000
30, 0.0236725381, 0.17441298, 5500000
31, 0.227388285, 0.339648874, 7000000
32, 0.168366225, 0.898875469, 7200000
33, 0.615854163, 0.496856022, 100000
34, 0.0236326738, 0.462401143, 9100000
35, 0.380344106, 0.766267431, 8700000
36, 0.8830523, 0.945125151, 9500000
37, 0.498604656, 0.0725082892, 1700000
38, 0.291770341, 0.145155723, 100000
39, 0.0783175877, 0.959408558, 9800000
40, 0.325405965, 0.311368706, 2600000
41, 0.345369537, 0.404488297, 6400000
42, 0.560077352, 0.557447292, 4000000
43, 0.327724178, 0.245958502, 9100000
44, 0.265112272, 0.435341702, 1500000
45, 0.377872722, 0.538590276, 2000000
46, 0.685456945, 0.6390434, 500000
47, 0.772145344, 0.53129047, 4400000
48, 0.133136441, 0.754432659, 8600000
49, 0.013990287, 0.777294846, 9700000
