patch, X.Koord, Y.Koord, Area
0, 0.627189302, 0.159641412, 5600000
1, 0.0197077899, 0.557873269, 800000
2, 0.0920374175, 0.638054727, 5200000
3, 0.977615475, 0.62049041, 4600000
4, 0.797673057, 0.711203446, 5600000
5, 0.170860452, 0.546489798, 1300000
6, 0.992162872, 0.38367717, 7600000
7, 0.611162242, 0.78826385, 300000
8, 0.400519529, 0.106135266, 4600000
9, 0.10893492, 0.186605436, 9000000
10, 0.0636727181, 0.233374157, 8400000
11, 0.295226149, 0.716797921, 1000000
12, 0.150960194, 0.273505548, 200000
13, 0.423400918, 0.985380255, 2200000
14, 0.533982649, 0.78063261, 5000000
15, 0.380856081, 0.279488088, 4600000
16, 0.295263618, 0.343746636, 4500000
17, 0.880477756, 0.816560815, 7000000
18, 0.514876546, 0.328010046, 6800000
19, 0.971716598, 0.261808659, 1600000
20, 0.302987023, 0.55383731, 300000
21, 0.298789902, 0.572280243, 7000000
22, 0.72417072, 0.326270845, 2600000
23, 0.138304327, 0.572318336, 9000000
24, 0.978978952, 0.372507931, 5500000
25, 0.275240621, 0.183940972, 2500000
26, 0.852428893, 0.804467286, 3100000
27, 0.439851443, 0.388496278, 2800000
28, 0.781279343, 0.266837871, 4200000
29, 0.291774757, 0.67444222, 600000
30, 0.701737246, 0.589227458, 9800000
31, 0.264405208, 0.231814043, 2100000
32, 0.625585926, 0.208635676, 7700000
33, 0.326190385, 0.32326279, 1500000
34, 0.0166758411, 0.344946419, 5600000
35, 0.944841997, 0.732735193, 4500000
36, 0.0993023601, 0.489745246, 5700000
37, 0.0234513169, 0.352698876, 7100000
38, 0.937198212, 0.745679936, 5900000
39, 0.849655966, 0.630662388, 2900000
40, 0.0807237809, 0.470928423, 3000000
41, 0.247305388, 0.508707175, 500000
42, 0.51204201, 0.247500005, 3600000
43, 0.0888885306, 0.64800816, 1300000
44, 0.413233996, 0.925925171, 6500000
45, 0.968656299, 0.453125722, 2800000
46, 0.728988264, 0.237919764, 4100000
47, 0.580469748, 0.766088528, 9200000
48, 0.124210928, 0.739515304, 4400000
49, 0.55206841, 0.922220829, 6000000
